instagram_comments,offensive_language
#globobosta #globolixo #lulamandantedocrime #stfvergonhanacional #bolsonaroorgulhaobrasil #bolsonaro2022,1
Deveria descontar só de quem votou nesse presidente incompetente bruxonaro.......,1
Fdp,1
E vai vencer!,0
Meu Deus onde vamos parar com essa quadrilha ?😱,1
Esquerda UNIDA!!!!!,0
"acho que é so mais um concursos miss universo como se tivessem olhado todas as mulheres do mundo mais o que é bonito para um(a) não é para outro(a), e os padrões de beleza euro centrado, será que são os mesmo padrões de beleza de uma tribo da Austrália ou da Africa central ou de uma tribo da Amazônia?????",0
Nojenta! Lava a boca pra falar do nosso Presidente!,1
Justiça seja feita !,0
"Essa ridícula aí, tinha que pedir desculpa ao nosso presidente",1
"Estamos contigo, ministra Damares! 🙏🏼💚💛",0
Vai dar certo! 👏👏👏,0
Já não chega de tanta violência? Pelo amor de Deus! Quanta ignorância! Eu não entendo essa ânsia pra alcançar apenas interesses pessoais. Será que essa minoria ainda não enxergou isso?🤔😱,0
@lucasdaviss07 olha só !!!,0
#FORAQUADRILAPTNUNCAMAIS,1
"Vc é maravilhosa, mais pessoas como vc 👏👏👏👏👏",0
❤️👏👏👏👏👏 Não vejo a hora de te vê Presidente!!! Esse dia será épico 👏👏👏👏👏,0
Está e a nossa deputada Benedita linda guerreira parabéns estamos juntos,0
Que louco este maluco,1
Bozo nem chegou na ONU e já foi humilhado pelo discurso da Greta. 😅😅😅😅,1
Yay! Claro e do lado do Paulo Freire. Perfeito 👍,0
Aproveite a nave e vai p inferno! Leva seu amigo junto,1
Crush 💕,0
"Foto pesada, professor!",0
Manu cê é um ícone,0
Essa menina não tem família...desde pequena sendo induzida a falar bobagem,1
"Sem falar da MP881 que foi sancionada que permite que qualquer pessoa use seu espaço em sua casa para trabalhar como quiser. Concordo que todos tem que trabalhar mas ele possibilitando isto sem alvará e sem fiscais todos estarão sujeitos a contrair qualquer tipo de infecção devido não ter uma vigilância para os tipos de alimentos. Ele acha que fazendo isso está melhorando a situação, mas pelo contrário ele está dando mais um passo que não sabe governar e não tem em mente como fazer para diminuir o desemprego no nosso País...😭😭😭",0
"Vai, toma seu verme....",1
"Mas se o Bolsonaro vetou só algumas medidas, ele pediu para o congresso Nacional fazer isso, foi ingenuidade ou proposital, deveria ter vetado a lei...",0
Cidadão de bem. Um pastor exemplar. (Contém ironia),1
Onde foi feita essa Pesquisa na sede do PT,0
Ele esqueceu de amadurecer,0
COMO NÃO TE AMAR,0
Que absurdo. Essa gente não tem escrupulos.,1
Cara de pau.,1
Fora bozzolino! Christina vamos a volver✌✌✌,1
ele poderia arrumar o que fazer esse bosta,1
"Admiro muito vcs, estamos juntos ❤️❤️",0
Lindo fofíssimo......!!!!!,0
👏👏👏👏👏👏👏👏muito bom ! Isso mesmo .essa globo é um lixo podre !,1
"As máscaras caindo, espero que o povo esteja acompanhando.",1
Hipocrita,1
De roubo vocês são PhD.,1
Sou fã.,0
A pessoa que escreveu isso é um ser em trevas. Jesus tenha piedade desse ser que um dia vai chorar lágrimas de arrependimento.,1
👏👏 👏👏 parabéns vamos fazer valer a justiça!!,0
"Quanta gente se beneficiando com o uso da imagem de uma adolescente ,que nem sabe que e usada politicamente!!",0
Parabéns !!!,0
Pirralha socialistas de iPhone 😒,1
Tenho a convicção que a esquerda está dando MAIS um tiro no pé!!! ESSE modus operandi de fake News é típico da esquerdalhada !!!,1
Oh escória!!,1
Siiiimmm penso como você !!!!,0
Bolsonaro 2022💚💙👉,0
"Pode colocar a selic a zero que o Brasil não destrava com essa legislação trabalhista e as convenções sindicais prejudicando as pequenas empresas ,estados e município não tem dinheiro e a médio prazo o Brasil trava em 2022 com os tais de direitos adquiridos no setor público",0
Que triste esse país que assiste a tudo isso de braços cruzados,0
"Merecido,linda,linda 👏🏻👏",0
Que massa! 🤘🏻,0
Para bens Benedita pelo proniciamento,0
O que adianta o veto presidencial??,0
@kennedyanf já vi que vc é muito bom em postar vídeos falando sobre reportagem. Mas vou medir agora o tamanho da sua arrogância ou o tamanho da sua humildade pra reconhecer o motivo do silêncio. Esperando seu argumento.,0
"OUTRO BANDIDO COMUNISTA Q VCS APOIARAM A REELEIÇÃO DO CHILENO CORRUPTO MESMO SABENDO Q ELE NO GOVERNO PASSADO ENGAVETOU AS 10 MEDIDAS DA LAVA JATO, COMO PODEM DEIXAR DE APOIAREM O MARCEL DEPUTADO BRILHANTE,INTELIGENTE P REELEGER ESSE CORRUPTO COM PAI RÉU E ELE COM PROCESSO EM CURSO,VCS FORAM ILUDIDOS PELOS TRAIDORES DO DEM INFILTRADO NO GOVERNO P ATRAPALHAR OS PLANOS DA NAÇÃO BRASILEIRA E DO GOVERNO BOLSONARO, SÓ IDIOTA NÃO VÊ Q ÔNIX LORENZZONI É TRAIDOR, ACORDA BRASIL...",1
MUITISSIMO BEM MINISTRO FACCHIN ! ALGUEM TEM QUE TER JUIZO NESSE STF!!!!!!!,0
Adorooooo!!!,0
Lula nosso futuro presidente 💜💜,0
"maravilhosaaa, icone ecossocialista!! não se deve manter um sistema de crescimento infinito quando se tem recursos finitos e quase extintos.",0
"Arre, alguém que ainda resiste aos “encantos” de Lula.",0
Parabéns Deputada pela sua firmeza e colocações. 😍😍😍👏👏👏👏,0
Parabéns Presidente Haddad,0
Haddad vc é muito lindo meu presidente👏👏❤❤❤❤❤❤❤,0
"Parabéns deputado. Obrigada pela atenção com o meu filhote e com toda essa geração que precisa de bons exemplos. O meu filho é aquele de boina vermelha, o mais bonito de todos kkkkk ficou extremamente honrado em conhece -lo. Sucesso",0
A cara dele é de demônio,1
Maravilhoso! Nosso futuro presidente!!!,0
Não e verdade😄😄 a verdade e quê a esquerda não presta🔒🔒🔒,1
As atitudes e a postura é de um pateta. Kkkkk,1
"Nenhuma, mas va dizer isso aos burros que o elegeram!",1
"Cara, um presidente desses!❤️🙌",0
Vai dormir Benedita!!,0
Sua TONTA SAFADA,1
Os filhos dele são um lixo e tão afundando o pai .. infelizmente,1
"Nossa ela é linda, maravilhosa 😍😍",0
Belíssimo discurso! @instadabene @gleisihoffmann @_mariadorosario Admirável a resistência dessas mulheres. Obrigado a todas vcs!,0
Esperamos por vocês 2022,0
@eloah_vasconcellos da uma olhada nesse depoimento!!!,0
"Coitadinha, ninguém liga pra ela",1
Creio que ainda vou ver 90% das escolas passar para a administração militar. Ordem e progresso .,0
Aja paciência para ouvir tanta babaquice meu ouvido não é pinico uff,1
Nojento,1
O Brasil certamente seria outro se todas as escolas públicas fosse colégio Militar! @bolsonarosp,0
Comunista lixo!,1
"Brasil acima de TUDO, Deus acima de TODOS 🙌🏼🙏🏻",0
Esse sim É excelente p uma entrevista 🙏👏👏👏🇧🇷🇧🇷🇧🇷+,0
"Bem feito, que todos aqueles que tentam manipular as informações sejam desmentidos e envergonhados.",1
joice nao paga de palhaça,1
Esse homem é o demônio,1
"Liga Ministra a Senhora tem a admiração e respeito dos brasileiros de bem, processa este crápula nojento 🤮🤮🤮🤮🤮",1
Deveria tocar o coração destes governantes malditos,1
"Só atrapalham o pai, até quando isso hein",0
Mais que perfeito!!!,0
"Parabéns, ministra!👍👍👍👍👍❤️❤️❤️❤️❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🌷🌷🌷🌷🌷",0
Lula livre ja,0
Esse sr deveria ser preso.,1
"Hahahahaha olha isso, ele com certeza usa drogas não é normal",1
Deus no comando,0
"@joicehasselmannoficial ... Tá fazendo o que ainda nesse partido depois de tanta humilhação? Se respeita, cai fora desse escárnio",1
parabens professor,0
Me da mais raiva de quem vota nessa corja e apoia esses traidores,1
Nojo!,1
"Deputada Benedita,me sinto representada por vc ,pela Jandira. #RACISTA NÃO PASSARÃO",0
Merecida 👏👏👏👏,0
"Lixo, ainda fala em nome de Deus esse demônio!!",1
Que dupla 💕,0
Babaca!,1
Vdd. Não ajuda em nada.,0
"Sepulcro Caiado, arrumadinha por fora, pois bonita bem de longe e podre por dentro",1
Enquanto existir homem e dinheiro na terra adeus natureza. O ser humano é único animal que destrói o seu próprio hábitat.,0
Tudo igual. Só pensam no próprio rabo,1
"Esse homem é um babaca, esse programa dele já deveria ter saído do ar!",1
Verdade.... Infelizmente...,0
Verdade! Ele deveria ficar calado! Só prejudica o governo do pai dele!,0
Bandida😡😡,1
Pastor do demônio,1
O BRASIL É NOSSO E NÃO VAMOS ENTREGAR MAIS.,0
"Vamos varrer o PT do nosso país. Estamos juntos nessa querra, nosso país jamais será uma Venezuela.",1
"Parabéns pra ela ,mas o Brasil está incomodando a Europa kkkkkk",0
"@fernandohaddadoficial que foto!! Todos os dias que entro no Campus do IFBA Porto Seguro, passo pela placa com os nomes do @lulaoficial e o seu, sorrio de alegria e gratidão por estar finalmente cursando o ensino superior... Saudades de quando vc era nosso Ministro da Educação. Gratidão. 💙✊",0
Top mesmo,0
Parabéns pelo prêmio!,0
Em outros tempos vc não postaria isso...,0
Sua máscara de cristão vai cair @marcofeliciano e vc vai sentir o que é o fogo do inferno.,1
Imperdível,0
Vcs sao doentes!,0
"Gente premio maior seria para quem trabalha em proldos milhares de refugiados, principalmente no oriente medio. Gente que morre todo dia nas aguas...criancas...velhos...pais...maes... Valei-me essa menina e somente uma exporacao midiatica!",1
Seria lindo todo mundo unido em 2022,0
Misericórdia quem foi esse monstro que escreveu isso um ser podre dessa tem que ser preso retirado urgente da sociedade isso é um monstro,1
Lamentável ver esse tipo de coisa acontendo,0
Show👍👍,0
Tem que voltar para a cadeia ir para a cela e perder a chave.,1
Um educador desses Brasil 🙌🏼,0
Repulsa...,1
Esclerosado!,1
A encantadora 🧙‍♀️ de 🐴 💰💰🤦‍♂️🤦‍♂️👋👋👋,0
Que Deus abençoe a nossa nação. 💛🇧🇷💚,0
O grupo pra fazer você ir pra o iferno,1
Jogue duro com esses racistas do inferno!💪💪,1
"Tudo que ele queria , ficar famosinha , ajudar as crianças da África não quer né , hipócritas",1
Vota numa praga dessas!,1
Foi uma honra professor!🤓🤘,0
Louco...psicopata...sem noção....seu lugar eh atrás das grades...inflamando o povo rebelde contra a nação.... porque vocês não vão morar no vou ME.. .na Bolívia.. .em Cuba.. .como militantes despatriados?,1
Mais verdadeira que nota de 3 reais 🐷,1
O cara não trabalha meu ....,1
Poderia detalhar melhor a sua contribuição para receber a medalha. ? Senão fica parecendo homenagem político partidária ocasional.,0
Cadeia neles,1
É a vez da”DIREITA”.,0
"Que absurdo fizeram com ela,o Brasil precisa de você,e está fazendo um ótimo trabalho,indo atrás de pedófilos que estupram até bebês.",0
E ele sabe onde fica Roraima?,0
"Falou tudo , quando que eles vão acordar , dando munição pra esquerda e burrice .",1
"Essa ministra é muito forte, parabéns pastora!",0
Vdd,0
Verdade,0
Parabéns! 👏👏👏👏,0
"Esse que é o bandido ladrão do Lula é terrorista que quer conseguir o PODER na marra, isso foi que esse maldito STF fez com o nosso Brasil. E tem mais uma coisa que esse STF está recebendo ordem do maldito PT, porque a maioria dos Ministros são PETISTAS e seu Presidente foi advogado do PT.",1
"Cretinos, porrada neles!!! 👊👊👊",1
"Mas é uma pirralha mesmo. Sair por aí em defesa do meio ambiente naquele barco com todo conforto até eu iria. É óbvio que ela não está sozinha nessa. Tem muitos adultos nos bastidores, muito bem intencionados. Fato!",1
Maldita safada vc vai pagar caro ainda,1
Mérito de que essa carniça,1
"O Senhor Jesus Cristo tem poder, para nos guarda de todo mal. O nosso Brasil e do Senhor Jesus",0
Sem nem nos seus comentários essa opinião não é maioria imagina no Brasil kkkkkk,0
"E vocês dando munição pra esquerda, ou será que sempre foram e se camuflaram na época da eleição, vestindo a camisa Bolsonaro ?? A inveja mata!",0
Professor para presidente 👏👏👏,0
Tem que processar esses vagabundos. Não pode ficar só no embate. É processo e pronto,1
Só maracutaia!!!,1
Benê gerrueira gigante 💕 🔥,0
Coloca esse jornalista dentro dessa cadeia.,1
Mas é falsa hein?Acabou a mamata.quer dinheiro vá trabalhar.,1
"🙏 Parabéns abençoado filho de Deus!!! Deus te proteja continuamente! Seja fiel a Deus e Ele cuidará de ti por onde quer que andares!!! Força, coragem e sucesso!!!!",0
Ainda tem gente que defende! 🤮,0
Foto linda👏👏👏👏😍😍😍,0
Perfeito 👏,0
Maravilhosa,0
"Só podia ser de um policial um absurdo desses, o cara quer aparecer de qualquer jeito.",0
"Fecha esse STF ,só faz merda",1
Ahhhhh ele vai amar 💕💕💕,0
Difícil demais 😢,0
Até uma criança tem mais cérebro que esse povo👏👏👏,1
Mais uma vergonha!!!!,1
Lula é bandido muie bota isso nessa tua cabeça cheia de merda,1
Comunista safada...,1
OS HOMENS BOLSONARO TODOS SÃO LINDOS PUXOU O PAI,0
Dois crapulas ai ela e ele,1
Atriz da pior qualidade... CONTE ME QUANTAS ARVORES VCS HIPÓCRITAS PLANTARAM HJ?,1
Manda esse vagabundo de volta pra cadeia.,1
"Não estou falando mau do outro tenho misericórdia todas as pessoas são boas apenas não abriram os olhos da mente a de Deus. Toda guerra começa dentro de si, outro é reflexo da nossa mente. Então é preciso refletir onde está a guerra dentro de si tudo reflexo . O espelho é nosso reflexo que vemos ao olhar da mesma forma nosso interior refletir no outro somos uma energia. Se mudamos o outro muda. Não mudamos ninguém. Mas qdo mudamos tudo muda só nosso redor. Reconcilia com todas as coisa do céu é da terra qdo reconciliar com todas as coisas do céu é da terra tudo será teu amigo. Agradeça a tudo mentalmente com mini obrigado a luz manifestará.",0
"Repugnante essa matéria, esse indivíduo precisa ser processado!",1
"Essa tal pastor, que se diz deputado é muito baixo, ridículo.",1
Dois homens que me dá orgulho de ser brasileira lindos demais.❤❤👍👏🏽,0
Grande Homem sábio herói,0
"Quando a fonte das notícias é o UOL, fórum e folha da são Paulo ja da pra sabe que é mentira oque foi escrito pelos jornalistas",0
"E esse bandido se diz pastor, sujeito baixo esse! 🤮🤮",1
ENTÃO PRENDE TODOS DA GLOBO LIXO GLOBO BOSTA GLOBO ESGOTO QUE SÃO CAMPEÃO DE FAKE NEWS E FECHA ESSA MERDA.,1
Nossa ela é muuuito linda maravilhosa representou muito a raça negra,0
"Prisão deveria p esses Ladrões, isso sim.",1
Lamento sua pequenez...,1
Nojooooo,1
Triste episódio às vésperas do Dia da Consciência Negra. Racistas não passarão🙌,0
Silencio diante tamanha violência #somostodasDAMARES,0
"Enquanto um protege nossas riquezas, o outro se preocupa com o cú alheio",1
Queria um colégio militar na minha cidade,0
"PARABÉNS , JOICE ! Uma parlamentar , e principalmente , uma brasileira que o BRASIL NÃO PRECISA ! Que ser humano feio É VC . Depois não quer que sua família passe vergonha porcausa de vc. TRISTE !",1
Deus àbençoe vc presidente hadde,0
Tá difícil viver nesse país,0
Que vergonha! Esse senhor envergonha o evangelho de Cristo!,1
Ela é uma pirralha mesmo querendo se aparecer...,1
"Na boa, deixa o planeta acabar. Ta na hora da humanidade ser extinta. Vida longa as bactérias, plantas e animais. ❤️",1
"Amazonia is burning. It's a national treasure and it provides oxygen for the entire world. Bolsonaro is incredibly childish and his reactions are so inappropriate. If he cares about Brazil, he would care about Amazonia and people who depends on it.",1
Tão maravilhoso ❤️❤️❤️❤️meu professor preferido,0
"Luladrao incentivando a violência,absurdo em sortear esse lixo",1
Por isso que a educação está uma completa negação... Parabéns aos envolvidos,1
CALE-SE BOZO🙈,1
Governo de milícia 🍊,1
"Por isso não podemos parar o crescimento do Brasil,então agora é #38BOLSONARO2022",0
"Falso Cristão , nenhuma novidade, com sua dentadura da vaidade...",1
Al5 já pra cima dos bostas que querem destruir o Brasil,1
Aleluia irmão:s,0
Inferniano 😈,1
Sempre dando fora ! 🐴,1
"Sou seu fã mas vamos postar os FEITOS e CONQUISTAS. Os opositores, sem combustível, cansam.",0
Ridícula ...... 🤣🤣🤣🤣🤣,1
#FAZEMFILALOGOVAOTODOSPRACADEIAESSAQUADRILHADOLADRAOCACHACEIRO,1
Melhor colégio 😍,0
Deus abençoe Haddad 🙏,0
Vocês duas são iguais,0
Lindo!!!😍😍,0
"Alexandre Garcia, excelente jornalista. 👏👏👏👏",0
LINDOS,0
VERDADE👏👏👏👏👏👏👏,0
O Brasil lutando para sair da Grota e alguns preocupado com a tal de Greta. Vamos ficar até quando nessa?,0
Cara que show esse vídeo!!! 🇧🇷🇧🇷🇧🇷🇧🇷,0
